id,uuid,DCP_date_current_period,OPCP_open_price_current_period,HPCP_high_price_current_period,LPCP_low_price_current_period,CPCP_close_price_current_period,ACPCP_adjusted_close_price_current_period,VTCP_volume_of_transactions_current_period,MPN10P_median_price_next_10_periods,HPN10P_highest_price_next_10_periods,LPN10P_lowest_price_next_10_periods,HPN1P_high_price_next_1_period,LPN1P_low_price_next_1_period
166,,28-08-2000,"1,506.45","1,523.95","1,506.45","1,514.09","1,514","73,36,00,000","1,503.40","1,530.09","1,479.67","1,514.81","1,505.46"
167,,29-08-2000,"1,514.09","1,514.81","1,505.46","1,509.84","1,510","79,56,00,000","1,502.51","1,530.09","1,473.61","1,510.49","1,500.09"
168,,30-08-2000,"1,509.84","1,510.49","1,500.09","1,502.59","1,503","81,84,00,000","1,497.14","1,530.09","1,473.61","1,525.21","1,502.59"
169,,31-08-2000,"1,502.59","1,525.21","1,502.59","1,517.68","1,518","1,05,66,00,000","1,492.82","1,530.09","1,460.22","1,530.09","1,515.53"
170,,01-09-2000,"1,517.68","1,530.09","1,515.53","1,520.77","1,521","76,77,00,000","1,489.57","1,520.77","1,441.92","1,520.77","1,504.21"
171,,05-09-2000,"1,520.77","1,520.77","1,504.21","1,507.08","1,507","83,85,00,000","1,484.91","1,512.61","1,441.92","1,512.61","1,492.12"
172,,06-09-2000,"1,507.08","1,512.61","1,492.12","1,492.25","1,492","99,51,00,000","1,481.99","1,506.76","1,430.95","1,505.34","1,492.25"
173,,07-09-2000,"1,492.25","1,505.34","1,492.25","1,502.51","1,503","98,55,00,000","1,478.20","1,506.76","1,430.95","1,502.51","1,489.88"
174,,08-09-2000,"1,502.51","1,502.51","1,489.88","1,494.50","1,495","96,10,00,000","1,465.81","1,506.76","1,421.88","1,506.76","1,483.01"
175,,11-09-2000,"1,494.50","1,506.76","1,483.01","1,489.26","1,489","89,93,00,000","1,459.90","1,496.93","1,421.88","1,496.93","1,479.67"
176,,12-09-2000,"1,489.26","1,496.93","1,479.67","1,481.99","1,482","99,12,00,000","1,451.93","1,494.16","1,421.88","1,487.45","1,473.61"
177,,13-09-2000,"1,481.99","1,487.45","1,473.61","1,484.91","1,485","1,06,83,00,000","1,449.05","1,494.16","1,419.44","1,494.16","1,476.73"
178,,14-09-2000,"1,484.91","1,494.16","1,476.73","1,480.87","1,481","1,01,40,00,000","1,448.38","1,480.96","1,419.44","1,480.96","1,460.22"
179,,15-09-2000,"1,480.87","1,480.96","1,460.22","1,465.81","1,466","1,26,84,00,000","1,446.31","1,467.77","1,419.44","1,467.77","1,441.92"
180,,18-09-2000,"1,465.81","1,467.77","1,441.92","1,444.51","1,445","96,25,00,000","1,444.51","1,461.69","1,419.44","1,461.16","1,444.51"
181,,19-09-2000,"1,444.51","1,461.16","1,444.51","1,459.90","1,460","1,02,49,00,000","1,439.03","1,461.69","1,419.44","1,460.49","1,430.95"
182,,20-09-2000,"1,459.90","1,460.49","1,430.95","1,451.34","1,451","1,10,40,00,000","1,436.78","1,461.69","1,416.31","1,452.77","1,436.30"
183,,21-09-2000,"1,451.34","1,452.77","1,436.30","1,449.05","1,449","1,10,54,00,000","1,436.40","1,461.69","1,416.31","1,449.05","1,421.88"
184,,22-09-2000,"1,449.05","1,449.05","1,421.88","1,448.72","1,449","1,18,55,00,000","1,436.26","1,461.69","1,397.06","1,457.42","1,435.93"
185,,25-09-2000,"1,448.72","1,457.42","1,435.93","1,439.03","1,439","98,24,00,000","1,434.60","1,461.69","1,392.48","1,448.04","1,425.25"
186,,26-09-2000,"1,439.03","1,448.04","1,425.25","1,427.21","1,427","1,10,66,00,000","1,430.82","1,461.69","1,383.85","1,437.22","1,419.44"
187,,27-09-2000,"1,427.21","1,437.22","1,419.44","1,426.57","1,427","1,17,47,00,000","1,429.55","1,461.69","1,349.67","1,461.69","1,425.78"
188,,28-09-2000,"1,426.57","1,461.69","1,425.78","1,458.29","1,458","1,20,62,00,000","1,425.87","1,458.29","1,328.06","1,458.29","1,436.29"
189,,29-09-2000,"1,458.29","1,458.29","1,436.29","1,436.51","1,437","1,19,71,00,000","1,408.99","1,454.82","1,327.08","1,445.60","1,429.83"
190,,02-10-2000,"1,436.52","1,445.60","1,429.83","1,436.23","1,436","1,05,12,00,000","1,399.55","1,454.82","1,327.08","1,454.82","1,425.28"
191,,03-10-2000,"1,436.23","1,454.82","1,425.28","1,426.46","1,426","1,09,81,00,000","1,387.02","1,444.17","1,327.08","1,439.99","1,416.31"
192,,04-10-2000,"1,426.46","1,439.99","1,416.31","1,434.32","1,434","1,16,74,00,000","1,374.78","1,444.17","1,305.79","1,444.17","1,431.80"
193,,05-10-2000,"1,434.32","1,444.17","1,431.80","1,436.28","1,436","1,17,61,00,000","1,374.17","1,443.30","1,305.79","1,443.30","1,397.06"
194,,06-10-2000,"1,436.28","1,443.30","1,397.06","1,408.99","1,409","1,15,01,00,000","1,374.17","1,409.69","1,305.79","1,409.69","1,392.48"
195,,09-10-2000,"1,408.99","1,409.69","1,392.48","1,402.03","1,402","71,66,00,000","1,374.17","1,408.83","1,305.79","1,408.83","1,383.85"
196,,10-10-2000,"1,402.03","1,408.83","1,383.85","1,387.02","1,387","1,04,40,00,000","1,374.17","1,415.64","1,305.79","1,387.02","1,349.67"
197,,11-10-2000,"1,387.02","1,387.02","1,349.67","1,364.59","1,365","1,38,75,00,000","1,374.40","1,415.64","1,305.79","1,374.93","1,328.06"
198,,12-10-2000,"1,364.59","1,374.93","1,328.06","1,329.78","1,330","1,38,86,00,000","1,374.17","1,415.64","1,305.79","1,374.17","1,327.08"
199,,13-10-2000,"1,329.78","1,374.17","1,327.08","1,374.17","1,374","1,22,39,00,000","1,374.62","1,415.64","1,305.79","1,379.48","1,365.06"
200,,16-10-2000,"1,374.17","1,379.48","1,365.06","1,374.62","1,375","1,00,54,00,000","1,380.21","1,415.64","1,305.79","1,380.99","1,342.34"
201,,17-10-2000,"1,374.62","1,380.99","1,342.34","1,349.97","1,350","1,16,15,00,000","1,387.94","1,432.22","1,305.79","1,356.65","1,305.79"
202,,18-10-2000,"1,349.97","1,356.65","1,305.79","1,342.13","1,342","1,44,17,00,000","1,392.23","1,432.22","1,337.81","1,389.93","1,342.13"
203,,19-10-2000,"1,342.13","1,389.93","1,342.13","1,388.76","1,389","1,29,79,00,000","1,396.93","1,433.40","1,337.81","1,408.47","1,382.19"
204,,20-10-2000,"1,388.76","1,408.47","1,382.19","1,396.93","1,397","1,17,74,00,000","1,398.40","1,433.40","1,337.81","1,406.96","1,387.75"
205,,23-10-2000,"1,396.93","1,406.96","1,387.75","1,395.78","1,396","1,04,68,00,000","1,402.89","1,438.46","1,337.81","1,415.64","1,388.13"
206,,24-10-2000,"1,395.78","1,415.64","1,388.13","1,398.13","1,398","1,15,86,00,000","1,421.07","1,438.46","1,337.81","1,398.13","1,362.21"
207,,25-10-2000,"1,398.13","1,398.13","1,362.21","1,364.90","1,365","1,31,56,00,000","1,421.51","1,438.46","1,337.81","1,372.72","1,337.81"
208,,26-10-2000,"1,364.90","1,372.72","1,337.81","1,364.44","1,364","1,30,38,00,000","1,421.51","1,438.46","1,364.13","1,384.57","1,364.13"
209,,27-10-2000,"1,364.44","1,384.57","1,364.13","1,379.58","1,380","1,08,63,00,000","1,421.51","1,438.46","1,365.97","1,406.36","1,376.86"
210,,30-10-2000,"1,379.58","1,406.36","1,376.86","1,398.66","1,399","1,18,65,00,000","1,421.51","1,438.46","1,328.62","1,432.22","1,398.66"
211,,31-10-2000,"1,398.66","1,432.22","1,398.66","1,429.40","1,429","1,36,64,00,000","1,421.22","1,438.46","1,328.62","1,429.60","1,410.45"
212,,01-11-2000,"1,429.40","1,429.60","1,410.45","1,421.22","1,421","1,20,68,00,000","1,409.28","1,438.46","1,328.62","1,433.40","1,421.22"
213,,02-11-2000,"1,421.22","1,433.40","1,421.22","1,428.32","1,428","1,16,77,00,000","1,398.62","1,438.46","1,328.62","1,433.21","1,420.92"
214,,03-11-2000,"1,428.32","1,433.21","1,420.92","1,426.69","1,427","99,77,00,000","1,389.81","1,438.46","1,328.62","1,438.46","1,427.72"
215,,06-11-2000,"1,428.76","1,438.46","1,427.72","1,432.19","1,432","93,09,00,000","1,382.95","1,437.28","1,328.62","1,436.22","1,423.26"
216,,07-11-2000,"1,432.19","1,436.22","1,423.26","1,431.87","1,432","88,09,00,000","1,371.35","1,437.28","1,328.62","1,437.28","1,408.78"
217,,08-11-2000,"1,431.87","1,437.28","1,408.78","1,409.28","1,409","90,93,00,000","1,367.72","1,409.28","1,321.89","1,409.28","1,369.68"
218,,09-11-2000,"1,409.28","1,409.28","1,369.68","1,400.14","1,400","1,11,10,00,000","1,365.97","1,400.14","1,321.89","1,400.14","1,365.97"
219,,10-11-2000,"1,400.14","1,400.14","1,365.97","1,365.98","1,366","96,25,00,000","1,353.95","1,395.96","1,321.89","1,365.98","1,328.62"
220,,13-11-2000,"1,365.98","1,365.98","1,328.62","1,351.26","1,351","1,12,93,00,000","1,351.26","1,395.96","1,321.89","1,390.06","1,351.26"
221,,14-11-2000,"1,351.26","1,390.06","1,351.26","1,382.95","1,383","1,11,88,00,000","1,348.05","1,395.96","1,321.89","1,395.96","1,374.75"
222,,15-11-2000,"1,382.95","1,395.96","1,374.75","1,389.81","1,390","1,06,68,00,000","1,344.27","1,394.76","1,294.90","1,394.76","1,370.39"
223,,16-11-2000,"1,389.81","1,394.76","1,370.39","1,372.32","1,372","95,63,00,000","1,341.91","1,384.85","1,294.90","1,384.85","1,355.55"
224,,17-11-2000,"1,372.32","1,384.85","1,355.55","1,367.72","1,368","1,07,04,00,000","1,340.80","1,367.72","1,294.90","1,367.72","1,341.67"
225,,20-11-2000,"1,367.72","1,367.72","1,341.67","1,342.62","1,343","95,58,00,000","1,336.09","1,376.56","1,294.90","1,355.87","1,333.62"
226,,21-11-2000,"1,342.62","1,355.87","1,333.62","1,347.35","1,347","1,13,71,00,000","1,338.00","1,376.56","1,294.90","1,347.35","1,321.89"
227,,22-11-2000,"1,347.35","1,347.35","1,321.89","1,322.36","1,322","96,32,00,000","1,341.77","1,376.56","1,294.90","1,343.83","1,322.36"
228,,24-11-2000,"1,322.36","1,343.83","1,322.36","1,341.77","1,342","40,48,70,000","1,341.92","1,380.33","1,294.90","1,362.50","1,341.77"
229,,27-11-2000,"1,341.77","1,362.50","1,341.77","1,348.97","1,349","94,61,00,000","1,343.55","1,389.05","1,294.90","1,358.81","1,334.97"
230,,28-11-2000,"1,348.97","1,358.81","1,334.97","1,336.09","1,336","1,02,82,00,000","1,344.85","1,389.05","1,294.90","1,352.38","1,329.28"
231,,29-11-2000,"1,336.09","1,352.38","1,329.28","1,341.93","1,342","40,21,00,000","1,351.46","1,389.05","1,294.90","1,341.91","1,294.90"
232,,30-11-2000,"1,341.91","1,341.91","1,294.90","1,314.95","1,315","1,18,65,30,000","1,355.99","1,389.05","1,307.02","1,334.67","1,307.02"
233,,01-12-2000,"1,314.95","1,334.67","1,307.02","1,315.23","1,315","1,19,52,00,000","1,355.99","1,389.05","1,305.38","1,332.06","1,310.23"
234,,04-12-2000,"1,315.18","1,332.06","1,310.23","1,324.97","1,325","1,10,30,00,000","1,355.99","1,389.05","1,305.38","1,376.56","1,324.97"
235,,05-12-2000,"1,324.97","1,376.56","1,324.97","1,376.54","1,377","90,03,00,000","1,351.46","1,389.05","1,305.20","1,376.54","1,346.15"
236,,06-12-2000,"1,376.54","1,376.54","1,346.15","1,351.46","1,351","1,39,93,00,000","1,344.99","1,389.05","1,261.16","1,353.50","1,339.26"
237,,07-12-2000,"1,351.46","1,353.50","1,339.26","1,343.55","1,344","1,12,80,00,000","1,340.93","1,389.05","1,254.07","1,380.33","1,343.55"
238,,08-12-2000,"1,343.55","1,380.33","1,343.55","1,369.89","1,370","1,35,83,00,000","1,323.90","1,389.05","1,254.07","1,389.05","1,364.14"
239,,11-12-2000,"1,369.89","1,389.05","1,364.14","1,380.20","1,380","1,20,24,00,000","1,315.56","1,385.82","1,254.07","1,380.27","1,370.27"
240,,12-12-2000,"1,380.20","1,380.27","1,370.27","1,371.18","1,371","1,08,34,00,000","1,313.67","1,385.82","1,254.07","1,385.82","1,358.48"
241,,13-12-2000,"1,371.18","1,385.82","1,358.48","1,359.99","1,360","1,19,51,00,000","1,313.67","1,359.99","1,254.07","1,359.99","1,340.48"
242,,14-12-2000,"1,359.99","1,359.99","1,340.48","1,340.93","1,341","1,06,13,00,000","1,313.67","1,346.44","1,254.07","1,340.93","1,305.38"
243,,15-12-2000,"1,340.93","1,340.93","1,305.38","1,312.15","1,312","1,56,11,00,000","1,312.15","1,346.44","1,254.07","1,332.32","1,312.15"
244,,18-12-2000,"1,312.15","1,332.32","1,312.15","1,322.74","1,323","1,18,99,00,000","1,310.32","1,347.76","1,254.07","1,346.44","1,305.20"
245,,19-12-2000,"1,322.96","1,346.44","1,305.20","1,305.60","1,306","1,32,49,00,000","1,314.25","1,350.24","1,254.07","1,305.60","1,261.16"
246,,20-12-2000,"1,305.60","1,305.60","1,261.16","1,264.74","1,265","1,42,16,00,000","1,315.65","1,350.24","1,254.07","1,285.31","1,254.07"
247,,21-12-2000,"1,264.74","1,285.31","1,254.07","1,274.86","1,275","1,44,99,00,000","1,315.65","1,350.24","1,274.62","1,305.97","1,274.86"
248,,22-12-2000,"1,274.86","1,305.97","1,274.86","1,305.95","1,306","1,08,71,00,000","1,315.65","1,350.24","1,274.62","1,315.94","1,301.64"
249,,26-12-2000,"1,305.97","1,315.94","1,301.64","1,315.19","1,315","80,65,00,000","1,315.27","1,350.24","1,274.62","1,332.03","1,310.96"
250,,27-12-2000,"1,315.19","1,332.03","1,310.96","1,328.92","1,329","1,09,27,00,000","1,314.56","1,350.24","1,274.62","1,335.93","1,325.78"
251,,28-12-2000,"1,328.92","1,335.93","1,325.78","1,334.22","1,334","1,01,53,00,000","1,313.53","1,350.24","1,274.62","1,340.10","1,317.51"
252,,29-12-2000,"1,334.22","1,340.10","1,317.51","1,320.28","1,320","1,03,55,00,000","1,313.32","1,350.24","1,274.62","1,320.28","1,276.05"
253,,02-01-2001,"1,320.28","1,320.28","1,276.05","1,283.27","1,283","1,12,94,00,000","1,316.84","1,350.24","1,274.62","1,347.76","1,274.62"
254,,03-01-2001,"1,283.27","1,347.76","1,274.62","1,347.56","1,348","1,88,07,00,000","1,321.01","1,352.71","1,276.29","1,350.24","1,329.14"
255,,04-01-2001,"1,347.56","1,350.24","1,329.14","1,333.34","1,333","2,13,10,00,000","1,321.01","1,354.55","1,276.29","1,334.77","1,294.95"
256,,05-01-2001,"1,333.34","1,334.77","1,294.95","1,298.35","1,298","1,43,08,00,000","1,326.03","1,354.55","1,276.29","1,298.35","1,276.29"
257,,08-01-2001,"1,298.35","1,298.35","1,276.29","1,295.86","1,296","1,11,55,00,000","1,327.61","1,362.90","1,287.28","1,311.72","1,295.14"
258,,09-01-2001,"1,295.86","1,311.72","1,295.14","1,300.80","1,301","1,19,13,00,000","1,332.70","1,369.75","1,287.28","1,313.76","1,287.28"
259,,10-01-2001,"1,300.80","1,313.76","1,287.28","1,313.27","1,313","1,29,65,00,000","1,341.09","1,369.75","1,309.72","1,332.19","1,309.72"
260,,11-01-2001,"1,313.27","1,332.19","1,309.72","1,326.82","1,327","1,41,12,00,000","1,343.06","1,369.75","1,311.59","1,333.21","1,311.59"
261,,12-01-2001,"1,326.82","1,333.21","1,311.59","1,318.55","1,319","1,27,60,00,000","1,349.16","1,369.75","1,313.33","1,327.81","1,313.33"
262,,16-01-2001,"1,318.32","1,327.81","1,313.33","1,326.65","1,327","1,20,57,00,000","1,354.09","1,375.68","1,325.41","1,346.92","1,325.41"
263,,17-01-2001,"1,326.65","1,346.92","1,325.41","1,329.47","1,329","1,34,91,00,000","1,356.74","1,383.37","1,327.41","1,352.71","1,327.41"
264,,18-01-2001,"1,329.89","1,352.71","1,327.41","1,347.97","1,348","1,44,50,00,000","1,359.04","1,383.37","1,333.84","1,354.55","1,336.74"
265,,19-01-2001,"1,347.97","1,354.55","1,336.74","1,342.54","1,343","1,40,78,00,000","1,360.67","1,383.37","1,333.84","1,353.62","1,333.84"
266,,22-01-2001,"1,342.54","1,353.62","1,333.84","1,342.90","1,343","1,16,40,00,000","1,360.67","1,383.37","1,339.63","1,362.90","1,339.63"
267,,23-01-2001,"1,342.90","1,362.90","1,339.63","1,360.40","1,360","1,23,26,00,000","1,360.67","1,383.37","1,342.75","1,369.75","1,357.28"
268,,24-01-2001,"1,360.40","1,369.75","1,357.28","1,364.30","1,364","1,30,90,00,000","1,357.51","1,383.37","1,334.26","1,367.35","1,354.63"
269,,25-01-2001,"1,364.30","1,367.35","1,354.63","1,357.51","1,358","1,25,80,00,000","1,354.99","1,383.37","1,332.42","1,357.51","1,342.75"
270,,26-01-2001,"1,357.51","1,357.51","1,342.75","1,354.95","1,355","1,09,80,00,000","1,354.44","1,383.37","1,309.98","1,365.54","1,350.36"
271,,29-01-2001,"1,354.92","1,365.54","1,350.36","1,364.17","1,364","1,05,31,00,000","1,352.26","1,383.37","1,309.98","1,375.68","1,356.20"
272,,30-01-2001,"1,364.17","1,375.68","1,356.20","1,373.73","1,374","1,14,98,00,000","1,349.47","1,383.37","1,309.98","1,383.37","1,364.66"
273,,31-01-2001,"1,373.73","1,383.37","1,364.66","1,366.01","1,366","1,29,53,00,000","1,340.99","1,376.38","1,304.72","1,373.50","1,359.34"
274,,01-02-2001,"1,366.01","1,373.50","1,359.34","1,373.47","1,373","1,11,88,00,000","1,332.53","1,376.38","1,304.72","1,376.38","1,348.72"
275,,02-02-2001,"1,373.47","1,376.38","1,348.72","1,349.47","1,349","1,04,84,00,000","1,330.64","1,363.55","1,293.18","1,354.56","1,344.48"
276,,05-02-2001,"1,349.47","1,354.56","1,344.48","1,354.31","1,354","1,01,30,00,000","1,326.21","1,363.55","1,278.44","1,363.55","1,350.04"
277,,06-02-2001,"1,354.31","1,363.55","1,350.04","1,352.26","1,352","1,05,96,00,000","1,319.77","1,352.26","1,253.16","1,352.26","1,334.26"
278,,07-02-2001,"1,352.26","1,352.26","1,334.26","1,340.89","1,341","1,15,83,00,000","1,315.92","1,350.32","1,228.33","1,350.32","1,332.42"
279,,08-02-2001,"1,341.10","1,350.32","1,332.42","1,332.53","1,333","1,10,72,00,000","1,312.81","1,336.62","1,215.44","1,332.53","1,309.98"
280,,09-02-2001,"1,332.53","1,332.53","1,309.98","1,314.76","1,315","1,07,55,00,000","1,301.53","1,336.62","1,215.44","1,330.96","1,313.64"
281,,12-02-2001,"1,314.76","1,330.96","1,313.64","1,330.31","1,330","1,03,91,00,000","1,278.94","1,336.62","1,215.44","1,336.62","1,317.51"
282,,13-02-2001,"1,330.31","1,336.62","1,317.51","1,318.80","1,319","1,07,52,00,000","1,267.65","1,331.29","1,215.44","1,320.73","1,304.72"
283,,14-02-2001,"1,318.80","1,320.73","1,304.72","1,315.92","1,316","1,15,03,00,000","1,258.94","1,331.29","1,214.50","1,331.29","1,315.92"
284,,15-02-2001,"1,315.92","1,331.29","1,315.92","1,326.61","1,327","1,15,37,00,000","1,254.22","1,326.61","1,214.50","1,326.61","1,293.18"
285,,16-02-2001,"1,326.61","1,326.61","1,293.18","1,301.53","1,302","1,25,72,00,000","1,251.64","1,307.16","1,214.50","1,307.16","1,278.44"
286,,20-02-2001,"1,301.53","1,307.16","1,278.44","1,278.94","1,279","1,11,22,00,000","1,248.42","1,282.97","1,214.50","1,282.97","1,253.16"
287,,21-02-2001,"1,278.94","1,282.97","1,253.16","1,255.27","1,255","1,20,85,00,000","1,248.42","1,272.76","1,214.50","1,259.94","1,228.33"
288,,22-02-2001,"1,255.27","1,259.94","1,228.33","1,252.82","1,253","1,36,59,00,000","1,251.01","1,272.76","1,214.50","1,252.82","1,215.44"
289,,23-02-2001,"1,252.82","1,252.82","1,215.44","1,245.86","1,246","1,23,13,00,000","1,251.01","1,272.76","1,214.50","1,267.69","1,241.71"
290,,26-02-2001,"1,245.86","1,267.69","1,241.71","1,267.65","1,268","1,13,08,00,000","1,245.15","1,272.76","1,176.78","1,272.76","1,252.26"
291,,27-02-2001,"1,267.65","1,272.76","1,252.26","1,257.94","1,258","1,11,41,00,000","1,241.29","1,267.42","1,171.50","1,263.47","1,229.65"
292,,28-02-2001,"1,257.94","1,263.47","1,229.65","1,239.94","1,240","1,22,53,00,000","1,238.99","1,267.42","1,155.35","1,241.36","1,214.50"
293,,01-03-2001,"1,239.94","1,241.36","1,214.50","1,241.23","1,241","1,29,49,00,000","1,234.18","1,267.42","1,155.35","1,251.01","1,219.74"
294,,02-03-2001,"1,241.23","1,251.01","1,219.74","1,234.18","1,234","1,29,40,00,000","1,233.42","1,267.42","1,148.64","1,242.55","1,234.04"
295,,05-03-2001,"1,234.18","1,242.55","1,234.04","1,241.41","1,241","92,92,00,000","1,197.66","1,267.42","1,147.18","1,267.42","1,241.41"
296,,06-03-2001,"1,241.41","1,267.42","1,241.41","1,253.80","1,254","1,09,18,00,000","1,180.36","1,266.50","1,142.19","1,263.86","1,253.80"
297,,07-03-2001,"1,253.80","1,263.86","1,253.80","1,261.89","1,262","1,13,22,00,000","1,173.56","1,266.50","1,118.74","1,266.50","1,257.60"
298,,08-03-2001,"1,261.89","1,266.50","1,257.60","1,264.74","1,265","1,11,41,00,000","1,171.16","1,264.74","1,081.19","1,264.74","1,228.42"
299,,09-03-2001,"1,264.74","1,264.74","1,228.42","1,233.42","1,233","1,08,59,00,000","1,164.14","1,233.42","1,081.19","1,233.42","1,176.78"
300,,12-03-2001,"1,233.42","1,233.42","1,176.78","1,180.16","1,180","1,22,90,00,000","1,154.02","1,197.83","1,081.19","1,197.83","1,171.50"
301,,13-03-2001,"1,180.16","1,197.83","1,171.50","1,197.66","1,198","1,36,09,00,000","1,151.82","1,197.66","1,081.19","1,197.66","1,155.35"
302,,14-03-2001,"1,197.66","1,197.66","1,155.35","1,166.71","1,167","1,39,74,00,000","1,150.74","1,183.35","1,081.19","1,182.04","1,166.71"
303,,15-03-2001,"1,166.71","1,182.04","1,166.71","1,173.56","1,174","1,25,95,00,000","1,149.59","1,183.35","1,081.19","1,173.56","1,148.64"
304,,16-03-2001,"1,173.56","1,173.56","1,148.64","1,150.53","1,151","1,54,35,60,000","1,148.74","1,183.35","1,081.19","1,173.50","1,147.18"
305,,19-03-2001,"1,150.53","1,173.50","1,147.18","1,170.81","1,171","1,12,62,00,000","1,148.02","1,183.35","1,081.19","1,180.56","1,142.19"
306,,20-03-2001,"1,170.81","1,180.56","1,142.19","1,142.62","1,143","1,23,59,00,000","1,146.85","1,183.35","1,081.19","1,149.39","1,118.74"
307,,21-03-2001,"1,142.62","1,149.39","1,118.74","1,122.14","1,122","1,34,63,00,000","1,145.87","1,183.35","1,081.19","1,124.27","1,081.19"
308,,22-03-2001,"1,122.14","1,124.27","1,081.19","1,117.58","1,118","1,72,39,50,000","1,147.89","1,183.35","1,091.99","1,141.83","1,117.58"
309,,23-03-2001,"1,117.58","1,141.83","1,117.58","1,139.83","1,140","1,36,49,00,000","1,148.02","1,183.35","1,091.99","1,160.02","1,139.83"
310,,26-03-2001,"1,139.83","1,160.02","1,139.83","1,152.69","1,153","1,11,40,00,000","1,146.98","1,183.35","1,091.99","1,183.35","1,150.96"
311,,27-03-2001,"1,152.69","1,183.35","1,150.96","1,182.17","1,182","1,31,42,00,000","1,145.87","1,182.17","1,091.99","1,182.17","1,147.83"
312,,28-03-2001,"1,182.17","1,182.17","1,147.83","1,153.29","1,153","1,33,34,00,000","1,145.87","1,182.24","1,091.99","1,161.69","1,136.26"
313,,29-03-2001,"1,153.29","1,161.69","1,136.26","1,147.95","1,148","1,23,45,00,000","1,146.00","1,183.51","1,091.99","1,162.80","1,143.83"
314,,30-03-2001,"1,147.95","1,162.80","1,143.83","1,160.33","1,160","1,28,08,00,000","1,148.78","1,184.64","1,091.99","1,169.51","1,137.51"
315,,02-04-2001,"1,160.33","1,169.51","1,137.51","1,145.87","1,146","1,25,49,00,000","1,151.44","1,192.25","1,091.99","1,145.87","1,100.19"
316,,03-04-2001,"1,145.87","1,145.87","1,100.19","1,106.46","1,106","1,38,61,00,000","1,163.08","1,248.42","1,091.99","1,117.50","1,091.99"
317,,04-04-2001,"1,106.46","1,117.50","1,091.99","1,103.25","1,103","1,42,55,90,000","1,168.64","1,253.71","1,103.25","1,151.47","1,103.25"
318,,05-04-2001,"1,103.25","1,151.47","1,103.25","1,151.44","1,151","1,36,80,00,000","1,179.24","1,253.71","1,119.29","1,151.44","1,119.29"
319,,06-04-2001,"1,151.44","1,151.44","1,119.29","1,128.43","1,128","1,26,68,00,000","1,183.50","1,253.71","1,126.38","1,146.13","1,126.38"
320,,09-04-2001,"1,128.43","1,146.13","1,126.38","1,137.59","1,138","1,06,28,00,000","1,191.81","1,253.71","1,137.59","1,173.92","1,137.59"
321,,10-04-2001,"1,137.59","1,173.92","1,137.59","1,168.38","1,168","1,34,96,00,000","1,209.47","1,253.71","1,157.73","1,182.24","1,160.26"
